assembly_accession,protein_id,query,query_id,label
GCA_000010525.1,BAF90466.1,LacI,PF00356.21,putative-transcriptional-regulator
GCA_000010525.1,BAF87301.1,Lactamase_B,PF00753.27,metallo-beta-lactamase-superfamily-protein
GCA_000010525.1,BAF86738.1,Lactamase_B,PF00753.27,putative-Zn-dependent-hydrolase
GCA_000010525.1,BAF90564.1,Lactamase_B,PF00753.27,putative-Zn-dependent-hydrolase
GCA_000010525.1,BAF86765.1,Lactamase_B,PF00753.27,Zn-dependent-hydrolase
GCA_000010525.1,BAF88080.1,Lactamase_B,PF00753.27,beta-lactamase-like-protein
GCA_000010525.1,BAF87480.1,Lactamase_B,PF00753.27,metallo-beta-lactamase-superfamily-protein
GCA_000010525.1,BAF87333.1,Lactamase_B,PF00753.27,beta-lactamase-like-protein
GCA_000010525.1,BAF89948.1,Lactamase_B,PF00753.27,putative-Zn-dependent-hydrolase
GCA_000010525.1,BAF86222.1,Lactamase_B,PF00753.27,glyoxalase-II
GCA_000010525.1,BAF86953.1,Lactamase_B,PF00753.27,twin-arginine-translocation-pathway-signal
GCA_000010525.1,BAF87681.1,Lactamase_B,PF00753.27,putative-hydrolase-of-the-metallo-beta-lactamase-superfamily
GCA_000010525.1,BAF88839.1,Lactamase_B,PF00753.27,metallo-beta-lactamase-family-protein
GCA_000010525.1,BAF87769.1,Lactamase_B,PF00753.27,conserved-hypothetical-protein
GCA_000010525.1,BAF89022.1,Lactamase_B_2,PF12706.7,putative-Zn-dependent-hydrolase
GCA_000010525.1,BAF88262.1,Lactamase_B_2,PF12706.7,metal-dependent-hydrolase
GCA_000010525.1,BAF88839.1,Lactamase_B_2,PF12706.7,metallo-beta-lactamase-family-protein
GCA_000010525.1,BAF87681.1,Lactamase_B_2,PF12706.7,putative-hydrolase-of-the-metallo-beta-lactamase-superfamily
GCA_000010525.1,BAF87333.1,Lactamase_B_2,PF12706.7,beta-lactamase-like-protein
GCA_000010525.1,BAF86392.1,Lactamase_B_2,PF12706.7,hypothetical-protein-AZC_0394
GCA_000010525.1,BAF86953.1,Lactamase_B_2,PF12706.7,twin-arginine-translocation-pathway-signal
GCA_000010525.1,BAF86406.1,Lactamase_B_3,PF13483.6,conserved-hypothetical-protein
GCA_000010525.1,BAF88839.1,Lactamase_B_3,PF13483.6,metallo-beta-lactamase-family-protein
GCA_000010525.1,BAF89022.1,Lactamase_B_3,PF13483.6,putative-Zn-dependent-hydrolase
GCA_000010525.1,BAF90249.1,Lactate_perm,PF02652.14,L-lactate-transport-precursor
GCA_000010525.1,BAF88618.1,Lactonase,PF10282.9,conserved-hypothetical-protein
GCA_000010525.1,BAF88209.1,LacY_symp,PF01306.19,putative-proton/sugar-symporter
GCA_000010525.1,BAF87422.1,LacY_symp,PF01306.19,nitrite-extrusion-protein
GCA_000010525.1,BAF87105.1,LacY_symp,PF01306.19,major-facilitator-family-transporter
GCA_000010525.1,BAF90072.1,LamB_YcsF,PF03746.16,lactam-utilization-protein
GCA_000010525.1,BAF88926.1,LAM_C,PF12544.8,"putative-lysine-2,3-aminomutase"
GCA_000010525.1,BAF89206.1,LANC_like,PF05147.13,putative-lantibiotic-modifying-enzyme
GCA_000010525.1,BAF89713.1,LapA_dom,PF06305.11,hypothetical-protein-AZC_3715
GCA_000010525.1,BAF88089.1,LDcluster4,PF18306.1,putative-Rossmann-fold-nucleotide-binding-protein
GCA_000010525.1,BAF87503.1,LDcluster4,PF18306.1,putative-lysine-decarboxylase
GCA_000010525.1,BAF90184.1,Ldh_1_C,PF02866.18,malate-dehydrogenase
GCA_000010525.1,BAF90014.1,Ldh_1_C,PF02866.18,malate-dehydrogenase
GCA_000010525.1,BAF90014.1,Ldh_1_N,PF00056.23,malate-dehydrogenase
GCA_000010525.1,BAF90184.1,Ldh_1_N,PF00056.23,malate-dehydrogenase
GCA_000010525.1,BAF87793.1,Ldh_2,PF02615.14,malate/L-lactate-dehydrogenase-family-protein
GCA_000010525.1,BAF87880.1,Ldh_2,PF02615.14,malate/L-lactate-dehydrogenase
GCA_000010525.1,BAF87788.1,Ldh_2,PF02615.14,malate-dehydrogenase
GCA_000010525.1,BAF88560.1,LemA,PF04011.12,LemA-protein
GCA_000010525.1,BAF86255.1,LepA_C,PF06421.12,GTP-binding-LepA-protein
GCA_000010525.1,BAF89543.1,LeuA_dimer,PF08502.10,2-isopropylmalate-synthase
GCA_000010525.1,BAF87784.1,LeuA_dimer,PF08502.10,2-isopropylmalate-synthase
GCA_000010525.1,BAF87207.1,Leu_Phe_trans,PF03588.14,leucyl/phenylalanyl-tRNA--protein-transferase
GCA_000010525.1,BAF88199.1,LexA_DNA_bind,PF01726.16,peptidase-S24-protein
GCA_000010525.1,BAF89980.1,LGT,PF01790.18,prolipoprotein-diacylglyceryl-transferase
GCA_000010525.1,BAF90013.1,Ligase_CoA,PF00549.19,succinyl-CoA-synthetase-beta-subunit
GCA_000010525.1,BAF90012.1,Ligase_CoA,PF00549.19,succinyl-CoA-ligase-alpha-subunit
GCA_000010525.1,BAF87004.1,LigD_N,PF13298.6,ATP-dependent-DNA-ligase
GCA_000010525.1,BAF89710.1,LigT_PEase,PF02834.16,"2',5'-RNA-ligase"
GCA_000010525.1,BAF88482.1,Lig_chan-Glu_bd,PF10613.9,amino-acid-ABC-transporter-solute-binding-protein
GCA_000010525.1,BAF86944.1,LIP,PF03583.14,secretory-lipase-precursor
GCA_000010525.1,BAF89763.1,Lipase_GDSL,PF00657.22,putative-lysophospholipase-L1
GCA_000010525.1,BAF86153.1,Lipase_GDSL_2,PF13472.6,putative-lipolytic-enzyme
GCA_000010525.1,BAF89763.1,Lipase_GDSL_2,PF13472.6,putative-lysophospholipase-L1
GCA_000010525.1,BAF86433.1,Lipase_GDSL_2,PF13472.6,putative-acyl-CoA-thioesterase
GCA_000010525.1,BAF90262.1,Lipase_GDSL_2,PF13472.6,putative-uncharacterized-transmembrane-protein
GCA_000010525.1,BAF89691.1,Lipoprotein_9,PF03180.14,lipoprotein-YaeC-precursor
GCA_000010525.1,BAF86938.1,Lipoprotein_9,PF03180.14,YaeC-lipoprotein
GCA_000010525.1,BAF89172.1,Lipoprotein_9,PF03180.14,NLPA-lipoprotein-precursor
GCA_000010525.1,BAF88644.1,Lipoprotein_9,PF03180.14,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88500.1,Lipoprotein_9,PF03180.14,ABC-transporter-substrate-binding-protein
GCA_000010525.1,BAF88712.1,Lipoprotein_9,PF03180.14,ABC-transporter-periplasmic-binding-protein
GCA_000010525.1,BAF88407.1,Lip_A_acyltrans,PF03279.13,lipid-A-biosynthesis-lauroyl-acyltransferase
GCA_000010525.1,BAF86799.1,Lip_A_acyltrans,PF03279.13,putative-lauroyl/myristoyl-acyltransferase
GCA_000010525.1,BAF87268.1,LMWPc,PF01451.21,low-molecular-weight-phosphotyrosine-protein-phosphatase
GCA_000010525.1,BAF89145.1,LMWPc,PF01451.21,low-molecular-weight-phosphotyrosine-protein-phosphatase
GCA_000010525.1,BAF89746.1,LMWPc,PF01451.21,putative-low-molecular-weight-phosphotyrosine-protein-phosphatase
GCA_000010525.1,BAF86093.1,LolA,PF03548.15,putative-outer-membrane-lipoprotein-sorting-protein
GCA_000010525.1,BAF87608.1,Lon_C,PF05362.13,ATP-dependent-protease-La
GCA_000010525.1,BAF86531.1,Lon_C,PF05362.13,DNA-repair-protein
GCA_000010525.1,BAF87608.1,LON_substr_bdg,PF02190.16,ATP-dependent-protease-La
GCA_000010525.1,BAF90254.1,LON_substr_bdg,PF02190.16,peptidase-S16-protein
GCA_000010525.1,BAF90658.1,LPAM_2,PF13627.6,hypothetical-protein-AZC_4660
GCA_000010525.1,BAF90038.1,LPG_synthase_TM,PF03706.13,hypothetical-protein-AZC_4040
GCA_000010525.1,BAF90471.1,LppC,PF04348.13,IMP-dehydrogenase
GCA_000010525.1,BAF86557.1,LprI,PF07007.12,hypothetical-protein-AZC_0559
GCA_000010525.1,BAF86333.1,LprI,PF07007.12,hypothetical-protein-AZC_0335
GCA_000010525.1,BAF89926.1,LptC,PF06835.13,putative-uncharacterized-protein
GCA_000010525.1,BAF90321.1,LptD,PF04453.14,putative-organic-solvent-tolerance-protein-like-precursor
GCA_000010525.1,BAF86566.1,LptE,PF04390.12,hypothetical-protein-AZC_0568
GCA_000010525.1,BAF90323.1,LptF_LptG,PF03739.14,putative-permease-precursor
GCA_000010525.1,BAF90322.1,LptF_LptG,PF03739.14,permease-precursor
GCA_000010525.1,BAF87704.1,LpxB,PF02684.15,glycosyltransferase
GCA_000010525.1,BAF90563.1,LpxC,PF03331.13,UDP-3-0-acyl-N-acetylglucosamine-deacetylase
GCA_000010525.1,BAF87700.1,LpxD,PF04613.14,UDP-3-O-(3-hydroxymyristoyl)-glucosamine-N-acyltransferase
GCA_000010525.1,BAF87703.1,LpxI_C,PF06230.11,protein-of-unknown-function
GCA_000010525.1,BAF87703.1,LpxI_N,PF17930.1,protein-of-unknown-function
GCA_000010525.1,BAF88381.1,LpxK,PF02606.14,tetraacyldisaccharide-1-P-4'-kinase
GCA_000010525.1,BAF88180.1,LrgA,PF03788.14,putative-effector-of-murein-hydrolase
GCA_000010525.1,BAF88181.1,LrgB,PF04172.16,LrgB-like-family-protein
GCA_000010525.1,BAF87046.1,LRV,PF01816.17,conserved-hypothetical-protein
GCA_000010525.1,BAF89416.1,LRV,PF01816.17,conserved-hypothetical-protein
GCA_000010525.1,BAF89416.1,LRV_FeS,PF05484.11,conserved-hypothetical-protein
GCA_000010525.1,BAF87046.1,LRV_FeS,PF05484.11,conserved-hypothetical-protein
GCA_000010525.1,BAF86891.1,LTXXQ,PF07813.12,hypothetical-protein-AZC_0893
GCA_000010525.1,BAF86295.1,LTXXQ,PF07813.12,hypothetical-protein-AZC_0297
GCA_000010525.1,BAF87262.1,Lum_binding,PF00677.17,riboflavin-synthase-alpha-chain
GCA_000010525.1,BAF88062.1,LuxC,PF05893.14,putative-acyl-CoA-reductase
GCA_000010525.1,BAF86573.1,LuxC,PF05893.14,methylmalonate-semialdehyde-dehydrogenase
GCA_000010525.1,BAF88061.1,LuxE,PF04443.12,acyl-protein-synthetase
GCA_000010525.1,BAF90550.1,LVIVD,PF08309.11,hypothetical-protein-AZC_4552
GCA_000010525.1,BAF88564.1,Lyase_1,PF00206.20,fumarate-hydratase
GCA_000010525.1,BAF87899.1,Lyase_1,PF00206.20,fumarate-hydratase
GCA_000010525.1,BAF90660.1,Lyase_1,PF00206.20,argininosuccinate-lyase
GCA_000010525.1,BAF89871.1,Lyase_1,PF00206.20,argininosuccinate-lyase
GCA_000010525.1,BAF88235.1,Lyase_1,PF00206.20,adenylosuccinate-lyase
GCA_000010525.1,BAF87439.1,Lyase_1,PF00206.20,"3-carboxy-cis,cis-muconate-cycloisomerase-protein"
GCA_000010525.1,BAF89035.1,Lyase_1,PF00206.20,argininosuccinate-lyase
GCA_000010525.1,BAF90227.1,Lycopene_cycl,PF05834.12,ubiquinone-biosynthesis-hydroxylase
GCA_000010525.1,BAF87996.1,Lycopene_cycl,PF05834.12,ubiquinone-biosynthesis-hydroxylase
GCA_000010525.1,BAF89800.1,LysE,PF01810.18,putative-L-lysine-exporter
GCA_000010525.1,BAF90008.1,LysE,PF01810.18,putative-amino-acid-efflux-protein
GCA_000010525.1,BAF88264.1,LysE,PF01810.18,putative-threonine-efflux-protein
GCA_000010525.1,BAF88325.1,LysE,PF01810.18,homoserine/homoserine-lactone/threonine-efflux-protein
GCA_000010525.1,BAF88066.1,LysE,PF01810.18,efflux-protein
GCA_000010525.1,BAF87008.1,LysE,PF01810.18,LysE-family-protein
GCA_000010525.1,BAF87503.1,Lysine_decarbox,PF03641.14,putative-lysine-decarboxylase
GCA_000010525.1,BAF88089.1,Lysine_decarbox,PF03641.14,putative-Rossmann-fold-nucleotide-binding-protein
GCA_000010525.1,BAF86670.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86963.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88669.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88049.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88179.1,LysR_substrate,PF03466.20,transcriptional-regulatory-protein
GCA_000010525.1,BAF90160.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF86695.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF86125.1,LysR_substrate,PF03466.20,transcriptional-regulatory-protein
GCA_000010525.1,BAF87995.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87407.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86082.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86281.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF87842.1,LysR_substrate,PF03466.20,Nac-protein
GCA_000010525.1,BAF87293.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87334.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89355.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF88637.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF90176.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87926.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF90683.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88668.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88496.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88463.1,LysR_substrate,PF03466.20,transcriptional-regulatory-protein
GCA_000010525.1,BAF88489.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88904.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89016.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89270.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF90079.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87705.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF89119.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89029.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87309.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF86789.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87228.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF87314.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF87322.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87147.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF90277.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF87962.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86578.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF86572.1,LysR_substrate,PF03466.20,transcriptional-regulatory-protein
GCA_000010525.1,BAF87443.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86811.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87178.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87803.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87871.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF87077.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89899.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF87893.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87604.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF90118.1,LysR_substrate,PF03466.20,putative-transcription-regulator
GCA_000010525.1,BAF86289.1,LysR_substrate,PF03466.20,LysR-family-transcriptional-regulator
GCA_000010525.1,BAF86202.1,LysR_substrate,PF03466.20,LysR-family-transcriptional-regulator
GCA_000010525.1,BAF89867.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86910.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88729.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88964.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88351.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86244.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89008.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF90596.1,LysR_substrate,PF03466.20,putative-LysR-family-transcriptional-regulator
GCA_000010525.1,BAF86014.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF87947.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF88039.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89875.1,LysR_substrate,PF03466.20,hypothetical-protein-AZC_3877
GCA_000010525.1,BAF88900.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89695.1,LysR_substrate,PF03466.20,regulatory-protein
GCA_000010525.1,BAF89769.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF86449.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF86269.1,LysR_substrate,PF03466.20,putative-transcriptional-regulator
GCA_000010525.1,BAF87306.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF90121.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF88781.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89790.1,LysR_substrate,PF03466.20,nodulation-protein-D
GCA_000010525.1,BAF87296.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF89801.1,LysR_substrate,PF03466.20,transcriptional-regulator
GCA_000010525.1,BAF87466.1,LYTB,PF02401.18,LytB-protein
GCA_000010525.1,BAF90273.1,LytTR,PF04397.15,putative-response-regulator
GCA_000010525.1,BAF87297.1,LytTR,PF04397.15,two-component-system-regulatory-protein
GCA_000010525.1,BAF86928.1,LZ_Tnp_IS481,PF13011.6,transposase
GCA_000010525.1,BAF90416.1,LZ_Tnp_IS481,PF13011.6,transposase
GCA_000010525.1,BAF89799.1,LZ_Tnp_IS481,PF13011.6,transposase
GCA_000010525.1,BAF89843.1,LZ_Tnp_IS481,PF13011.6,putative-insertion-sequence-transposase-protein
GCA_000010525.1,BAF89876.1,LZ_Tnp_IS481,PF13011.6,putative-transposase
GCA_000010525.1,BAF87283.1,LZ_Tnp_IS66,PF13007.7,putative-transposase
GCA_000010525.1,BAF89055.1,M20_dimer,PF07687.14,ArgE/DapE/Acy1-family-protein
GCA_000010525.1,BAF86550.1,M20_dimer,PF07687.14,proteobacterial-succinyl-diaminopimelate-desuccinylase
GCA_000010525.1,BAF86804.1,M20_dimer,PF07687.14,peptidase
GCA_000010525.1,BAF86199.1,M20_dimer,PF07687.14,acetylornithine-deacetylase
GCA_000010525.1,BAF86791.1,M20_dimer,PF07687.14,acetylornithine-deacetylase
GCA_000010525.1,BAF88253.1,M20_dimer,PF07687.14,acetylornithine-deacetylase
GCA_000010525.1,BAF88195.1,M20_dimer,PF07687.14,amidohydrolase
GCA_000010525.1,BAF88072.1,M20_dimer,PF07687.14,peptidase
GCA_000010525.1,BAF86805.1,M20_dimer,PF07687.14,acetylornithine-deacetylase
GCA_000010525.1,BAF87985.1,M20_dimer,PF07687.14,amidohydrolase
GCA_000010525.1,BAF88073.1,M20_dimer,PF07687.14,amidohydrolase
GCA_000010525.1,BAF88438.1,M20_dimer,PF07687.14,peptidase
GCA_000010525.1,BAF86785.1,M20_dimer,PF07687.14,amidase
GCA_000010525.1,BAF87546.1,M20_dimer,PF07687.14,amidase
GCA_000010525.1,BAF87685.1,MacB_PCD,PF12704.7,lipoprotein-releasing-system-transmembrane-protein
GCA_000010525.1,BAF89143.1,Maf,PF02545.14,Maf-like-protein
GCA_000010525.1,BAF86000.1,Maf,PF02545.14,putative-maf-protein
GCA_000010525.1,BAF88387.1,MafB19-deam,PF14437.6,cytidine-and-deoxycytidylate-deaminase-family-protein
GCA_000010525.1,BAF87261.1,MafB19-deam,PF14437.6,riboflavin-biosynthesis-protein
GCA_000010525.1,BAF90113.1,Mak_N_cap,PF18085.1,alpha-amylase
GCA_000010525.1,BAF86076.1,Malate_synthase,PF01274.22,malate-synthase-A
GCA_000010525.1,BAF86117.1,malic,PF00390.19,malic-enzyme
GCA_000010525.1,BAF89654.1,malic,PF00390.19,NAD-dependent-malic-enzyme
GCA_000010525.1,BAF86117.1,Malic_M,PF03949.15,malic-enzyme
GCA_000010525.1,BAF89654.1,Malic_M,PF03949.15,NAD-dependent-malic-enzyme
GCA_000010525.1,BAF90113.1,Malt_amylase_C,PF16657.5,alpha-amylase
GCA_000010525.1,BAF89345.1,Mannitol_dh,PF01232.23,mannitol-dehydrogenase
GCA_000010525.1,BAF89282.1,Mannitol_dh,PF01232.23,altronate-oxidoreductase
GCA_000010525.1,BAF89345.1,Mannitol_dh_C,PF08125.13,mannitol-dehydrogenase
GCA_000010525.1,BAF89282.1,Mannitol_dh_C,PF08125.13,altronate-oxidoreductase
GCA_000010525.1,BAF86055.1,MannoseP_isomer,PF01050.18,GDP-mannose-1-phosphate-guanylyltransferase
GCA_000010525.1,BAF86031.1,MaoC_dehydratas,PF01575.19,putative-MaoC-like-dehydratase
GCA_000010525.1,BAF88418.1,MaoC_dehydratas,PF01575.19,phosphate-acetyl/butyryltransferase-family-protein
GCA_000010525.1,BAF87874.1,MaoC_dehydratas,PF01575.19,MaoC-like-dehydratase
GCA_000010525.1,BAF90149.1,MaoC_dehydratas,PF01575.19,MaoC-like-dehydratase
GCA_000010525.1,BAF89737.1,MaoC_dehydratas,PF01575.19,MaoC-family-protein
GCA_000010525.1,BAF90150.1,MaoC_dehydratas,PF01575.19,MaoC-like-dehydratase
GCA_000010525.1,BAF88506.1,MaoC_dehydrat_N,PF13452.6,SAV4209-like-protein
GCA_000010525.1,BAF88418.1,MaoC_dehydrat_N,PF13452.6,phosphate-acetyl/butyryltransferase-family-protein
GCA_000010525.1,BAF90150.1,MaoC_dehydrat_N,PF13452.6,MaoC-like-dehydratase
GCA_000010525.1,BAF86031.1,MaoC_dehydrat_N,PF13452.6,putative-MaoC-like-dehydratase
GCA_000010525.1,BAF87874.1,MaoC_dehydrat_N,PF13452.6,MaoC-like-dehydratase
GCA_000010525.1,BAF90149.1,MaoC_dehydrat_N,PF13452.6,MaoC-like-dehydratase
GCA_000010525.1,BAF89999.1,MAPEG,PF01124.18,inner-membrane-protein
GCA_000010525.1,BAF89694.1,MAPEG,PF01124.18,protein-of-unknown-function
GCA_000010525.1,BAF87066.1,MarC,PF01914.17,conserved-hypothetical-protein
GCA_000010525.1,BAF87537.1,MarC,PF01914.17,multiple-antibiotic-resistance-(MarC)-related-protein
GCA_000010525.1,BAF89553.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF86740.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF89181.1,MarR,PF01047.22,regulatory-protein
GCA_000010525.1,BAF87073.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF88788.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF88471.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF87380.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF86026.1,MarR,PF01047.22,putative-transcriptional-regulator
GCA_000010525.1,BAF86432.1,MarR,PF01047.22,regulatory-protein
GCA_000010525.1,BAF86114.1,MarR,PF01047.22,regulatory-protein
GCA_000010525.1,BAF89971.1,MarR,PF01047.22,regulatory-protein
GCA_000010525.1,BAF88910.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF88477.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF89327.1,MarR,PF01047.22,multiple-antibiotic-resistance-protein
GCA_000010525.1,BAF88882.1,MarR,PF01047.22,regulatory-protein
GCA_000010525.1,BAF86616.1,MarR,PF01047.22,regulatory-protein
GCA_000010525.1,BAF86812.1,MarR,PF01047.22,transcriptional-regulator
GCA_000010525.1,BAF89971.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF89181.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF88788.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF88910.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF86740.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF90189.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF86114.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF87073.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF86026.1,MarR_2,PF12802.7,putative-transcriptional-regulator
GCA_000010525.1,BAF86432.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF87380.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF88471.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF89553.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF89327.1,MarR_2,PF12802.7,multiple-antibiotic-resistance-protein
GCA_000010525.1,BAF88477.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF90337.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF88084.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF87504.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF89283.1,MarR_2,PF12802.7,putative-transcription-regulator-protein
GCA_000010525.1,BAF86579.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF86170.1,MarR_2,PF12802.7,hypothetical-protein-AZC_0172
GCA_000010525.1,BAF86812.1,MarR_2,PF12802.7,transcriptional-regulator
GCA_000010525.1,BAF88882.1,MarR_2,PF12802.7,regulatory-protein
GCA_000010525.1,BAF87557.1,MarR_2,PF12802.7,unknown-protein
GCA_000010525.1,BAF88961.1,MatE,PF01554.18,multi-antimicrobial-extrusion-protein
GCA_000010525.1,BAF89242.1,MatE,PF01554.18,efflux-transporter-inner-membrane-protein
GCA_000010525.1,BAF87378.1,MatE,PF01554.18,multi-antimicrobial-extrusion-protein
GCA_000010525.1,BAF86384.1,MatE,PF01554.18,multi-antimicrobial-extrusion-protein
GCA_000010525.1,BAF89910.1,MatE,PF01554.18,putative-virulence-factor-MviN-like-protein
GCA_000010525.1,BAF90422.1,MatE,PF01554.18,putative-membrane-protein
GCA_000010525.1,BAF89914.1,MazE_antitoxin,PF04014.18,putative-transcriptional-regulator
GCA_000010525.1,BAF87654.1,MazG,PF03819.17,bacterial-MazG-protein
GCA_000010525.1,BAF87919.1,MBG_2,PF18676.1,putative-large-exoprotein
GCA_000010525.1,BAF87394.1,MBG_2,PF18676.1,conserved-hypothetical-protein
