id,query,description,log_probability,log_probability_random,n_elements,evidence,evidence_strength
PF02570,CbiC,Precorrin-8X methylmutase,-0.63772821,-0.49163898,1,-0.06344575,Negative
PF09694,Gcw_chp,Bacterial protein of unknown function (Gcw_chp),-0.63788097,-0.49163898,1,-0.06351209,Negative
PF08823,PG_binding_2,Putative peptidoglycan binding domain,-0.63818250,-0.49163898,1,-0.06364304,Negative
PF13467,RHH_4,Ribbon-helix-helix domain,-1.13006519,-0.98327796,2,-0.06374889,Negative
PF17782,DprA_WH,DprA winged helix domain,-0.63932113,-0.49163898,1,-0.06413754,Negative
PF01182,Glucosamine_iso,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase,-0.63977853,-0.49163898,1,-0.06433619,Negative
PF10123,Mu-like_Pro,Mu-like prophage I protein,-0.63991140,-0.49163898,1,-0.06439390,Negative
PF06170,DUF983,Protein of unknown function (DUF983),-1.13163777,-0.98327796,2,-0.06443185,Negative
PF00160,Pro_isomerase,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,-1.13169663,-0.98327796,2,-0.06445741,Negative
PF07298,NnrU,NnrU protein,-1.13255110,-0.98327796,2,-0.06482850,Negative
PF03713,DUF305,Domain of unknown function (DUF305),-0.64177350,-0.49163898,1,-0.06520259,Negative
PF01127,Sdh_cyt,Succinate dehydrogenase/Fumarate reductase transmembrane subunit,-1.13356573,-0.98327796,2,-0.06526915,Negative
PF03900,Porphobil_deamC,Porphobilinogen deaminase; C-terminal domain,-0.64192948,-0.49163898,1,-0.06527033,Negative
PF01379,Porphobil_deam,Porphobilinogen deaminase; dipyromethane cofactor binding domain,-0.64192948,-0.49163898,1,-0.06527033,Negative
PF13472,Lipase_GDSL_2,GDSL-like Lipase/Acylhydrolase family,-2.11742460,-1.96655592,4,-0.06552143,Negative
PF02224,Cytidylate_kin,Cytidylate kinase,-0.64267389,-0.49163898,1,-0.06559363,Negative
PF00115,COX1,Cytochrome C and Quinol oxidase polypeptide I,-1.62639038,-1.47491694,3,-0.06578408,Negative
PF02223,Thymidylate_kin,Thymidylate kinase,-0.64346441,-0.49163898,1,-0.06593695,Negative
PF01210,NAD_Gly3P_dh_N,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,-0.64446423,-0.49163898,1,-0.06637116,Negative
PF07479,NAD_Gly3P_dh_C,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,-0.64446423,-0.49163898,1,-0.06637116,Negative
PF13414,TPR_11,TPR repeat,-4.08641780,-3.93311184,8,-0.06657993,Negative
PF13521,AAA_28,AAA domain,-1.13671208,-0.98327796,2,-0.06663559,Negative
PF01936,NYN,NYN domain,-0.64507447,-0.49163898,1,-0.06663619,Negative
PF01575,MaoC_dehydratas,MaoC like domain,-3.10331872,-2.94983388,6,-0.06665762,Negative
PF01311,Bac_export_1,Bacterial export proteins; family 1,-0.64529592,-0.49163898,1,-0.06673236,Negative
PF00355,Rieske,Rieske [2Fe-2S] domain,-2.61188596,-2.45819490,5,-0.06674718,Negative
PF00828,Ribosomal_L27A,Ribosomal proteins 50S-L15; 50S-L18e; 60S-L27A,-0.64554062,-0.49163898,1,-0.06683863,Negative
PF13478,XdhC_C,XdhC Rossmann domain,-0.64582408,-0.49163898,1,-0.06696174,Negative
PF13391,HNH_2,HNH endonuclease,-1.13805110,-0.98327796,2,-0.06721712,Negative
PF07372,DUF1491,Protein of unknown function (DUF1491),-0.64681355,-0.49163898,1,-0.06739146,Negative
PF05711,TylF,Macrocin-O-methyltransferase (TylF),-1.63050919,-1.47491694,3,-0.06757286,Negative
PF01220,DHquinase_II,Dehydroquinase class II,-1.13904359,-0.98327796,2,-0.06764815,Negative
PF13525,YfiO,Outer membrane lipoprotein,-1.13940274,-0.98327796,2,-0.06780413,Negative
PF01250,Ribosomal_S6,Ribosomal protein S6,-0.64809246,-0.49163898,1,-0.06794688,Negative
PF11985,DUF3486,Protein of unknown function (DUF3486),-0.64856094,-0.49163898,1,-0.06815034,Negative
PF13474,SnoaL_3,SnoaL-like domain,-1.14027679,-0.98327796,2,-0.06818373,Negative
PF01925,TauE,Sulfite exporter TauE/SafE,-2.12363979,-1.96655592,4,-0.06822066,Negative
PF00994,MoCF_biosynth,Probable molybdopterin binding domain,-2.61531866,-2.45819490,5,-0.06823798,Negative
PF05135,Phage_connect_1,Phage gp6-like head-tail connector protein,-0.64901371,-0.49163898,1,-0.06834698,Negative
PF04241,DUF423,Protein of unknown function (DUF423),-0.64969438,-0.49163898,1,-0.06864259,Negative
PF10276,zf-CHCC,Zinc-finger domain,-0.65018910,-0.49163898,1,-0.06885744,Negative
PF06844,DUF1244,Protein of unknown function (DUF1244),-0.65144401,-0.49163898,1,-0.06940244,Negative
PF07845,DUF1636,Protein of unknown function (DUF1636),-0.65184908,-0.49163898,1,-0.06957836,Negative
PF10099,RskA,Anti-sigma-K factor rskA,-1.14453566,-0.98327796,2,-0.07003333,Negative
PF00334,NDK,Nucleoside diphosphate kinase,-0.65331742,-0.49163898,1,-0.07021605,Negative
PF07045,DUF1330,Domain of unknown function (DUF1330),-1.14529215,-0.98327796,2,-0.07036187,Negative
PF03951,Gln-synt_N,Glutamine synthetase; beta-Grasp domain,-0.65377171,-0.49163898,1,-0.07041335,Negative
PF13801,Metal_resist,Heavy-metal resistance,-0.65378325,-0.49163898,1,-0.07041836,Negative
PF02625,XdhC_CoxI,XdhC and CoxI family,-0.65386408,-0.49163898,1,-0.07045346,Negative
PF00576,Transthyretin,HIUase/Transthyretin family,-1.14552390,-0.98327796,2,-0.07046252,Negative
PF00893,Multi_Drug_Res,Small Multidrug Resistance protein,-1.14577815,-0.98327796,2,-0.07057293,Negative
PF01124,MAPEG,MAPEG family,-1.14598228,-0.98327796,2,-0.07066159,Negative
PF07559,FlaE,Flagellar basal body protein FlaE,-0.65438733,-0.49163898,1,-0.07068071,Negative
PF01242,PTPS,6-pyruvoyl tetrahydropterin synthase,-1.14603749,-0.98327796,2,-0.07068557,Negative
PF03364,Polyketide_cyc,Polyketide cyclase / dehydrase and lipid transport,-1.14607422,-0.98327796,2,-0.07070152,Negative
PF06620,DUF1150,Protein of unknown function (DUF1150),-0.65443733,-0.49163898,1,-0.07070243,Negative
PF13628,DUF4142,Domain of unknown function (DUF4142),-1.14625579,-0.98327796,2,-0.07078037,Negative
PF02777,Sod_Fe_C,Iron/manganese superoxide dismutases; C-terminal domain,-1.14676433,-0.98327796,2,-0.07100123,Negative
PF00081,Sod_Fe_N,Iron/manganese superoxide dismutases; alpha-hairpin domain,-1.14676433,-0.98327796,2,-0.07100123,Negative
PF00009,GTP_EFTU,Elongation factor Tu GTP binding domain,-10.98000254,-10.81605756,22,-0.07120040,Negative
PF11836,Phage_TAC_11,Phage tail tube protein; GTA-gp10,-0.65624712,-0.49163898,1,-0.07148841,Negative
PF09539,DUF2385,Protein of unknown function (DUF2385),-0.65632005,-0.49163898,1,-0.07152008,Negative
PF02700,PurS,Phosphoribosylformylglycinamidine (FGAM) synthase,-0.65670765,-0.49163898,1,-0.07168841,Negative
PF00347,Ribosomal_L6,Ribosomal protein L6,-0.65771618,-0.49163898,1,-0.07212641,Negative
PF03591,AzlC,AzlC protein,-1.14949441,-0.98327796,2,-0.07218689,Negative
PF10805,DUF2730,Protein of unknown function (DUF2730),-0.65800741,-0.49163898,1,-0.07225289,Negative
PF13413,HTH_25,Helix-turn-helix domain,-2.13314167,-1.96655592,4,-0.07234727,Negative
PF04290,DctQ,Tripartite ATP-independent periplasmic transporters; DctQ component,-4.59152883,-4.42475082,9,-0.07243077,Negative
PF12236,Head-tail_con,Bacteriophage head to tail connecting protein,-1.15074326,-0.98327796,2,-0.07272926,Negative
PF06305,LapA_dom,Lipopolysaccharide assembly protein A domain,-0.66083457,-0.49163898,1,-0.07348071,Negative
PF00430,ATP-synt_B,ATP synthase B/B' CF(0),-1.15308705,-0.98327796,2,-0.07374715,Negative
PF06267,DUF1028,Family of unknown function (DUF1028),-0.66168602,-0.49163898,1,-0.07385049,Negative
PF13668,Ferritin_2,Ferritin-like domain,-0.66176998,-0.49163898,1,-0.07388695,Negative
PF01126,Heme_oxygenase,Heme oxygenase,-1.15356598,-0.98327796,2,-0.07395515,Negative
PF02581,TMP-TENI,Thiamine monophosphate synthase,-1.64561496,-1.47491694,3,-0.07413321,Negative
PF01725,Ham1p_like,Ham1 family,-1.15442445,-0.98327796,2,-0.07432798,Negative
PF18592,Tho1_MOS11_C,Tho1/MOS11 C-terminal domain,-0.66409872,-0.49163898,1,-0.07489832,Negative
PF02630,SCO1-SenC,SCO1/SenC,-1.15635846,-0.98327796,2,-0.07516791,Negative
PF08755,YccV-like,Hemimethylated DNA-binding protein YccV like,-0.66530467,-0.49163898,1,-0.07542205,Negative
PF05405,Mt_ATP-synt_B,Mitochondrial ATP synthase B chain precursor (ATP-synt_B),-0.66538070,-0.49163898,1,-0.07545507,Negative
PF07883,Cupin_2,Cupin domain,-8.53204297,-8.35786266,17,-0.07564555,Negative
PF00692,dUTPase,dUTPase,-0.66733646,-0.49163898,1,-0.07630444,Negative
PF05656,DUF805,Protein of unknown function (DUF805),-0.66876939,-0.49163898,1,-0.07692676,Negative
PF05717,TnpB_IS66,IS66 Orf2 like protein,-0.66898906,-0.49163898,1,-0.07702216,Negative
PF02472,ExbD,Biopolymer transport protein ExbD/TolR,-1.16132900,-0.98327796,2,-0.07732659,Negative
PF00584,SecE,SecE/Sec61-gamma subunits of protein translocation complex,-0.66996942,-0.49163898,1,-0.07744792,Negative
PF01322,Cytochrom_C_2,Cytochrome C',-0.67024933,-0.49163898,1,-0.07756949,Negative
PF00977,His_biosynth,Histidine biosynthesis protein,-3.12879594,-2.94983388,6,-0.07772224,Negative
PF17289,Terminase_6C,Terminase RNaseH-like domain,-1.16238436,-0.98327796,2,-0.07778492,Negative
PF13556,HTH_30,PucR C-terminal helix-turn-helix domain,-1.16259900,-0.98327796,2,-0.07787814,Negative
PF06904,Extensin-like_C,Extensin-like protein C-terminus,-1.65440521,-1.47491694,3,-0.07795077,Negative
PF03693,ParD_antitoxin,Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH,-0.67280262,-0.49163898,1,-0.07867837,Negative
PF09684,Tail_P2_I,Phage tail protein (Tail_P2_I),-0.67284034,-0.49163898,1,-0.07869475,Negative
PF04267,SoxD,Sarcosine oxidase; delta subunit family,-1.16510996,-0.98327796,2,-0.07896864,Negative
PF07219,HemY_N,HemY protein N-terminus,-1.16540940,-0.98327796,2,-0.07909868,Negative
PF00877,NLPC_P60,NlpC/P60 family,-1.16617213,-0.98327796,2,-0.07942993,Negative
PF00328,His_Phos_2,Histidine phosphatase superfamily (branch 2),-1.16708829,-0.98327796,2,-0.07982781,Negative
PF02620,YceD,Large ribosomal RNA subunit accumulation protein YceD,-0.67616517,-0.49163898,1,-0.08013871,Negative
PF01281,Ribosomal_L9_N,Ribosomal protein L9; N-terminal domain,-0.67625162,-0.49163898,1,-0.08017625,Negative
PF07977,FabA,FabA-like domain,-1.66123077,-1.47491694,3,-0.08091507,Negative
PF00549,Ligase_CoA,CoA-ligase,-1.16978413,-0.98327796,2,-0.08099860,Negative
PF00327,Ribosomal_L30,Ribosomal protein L30p/L7e,-0.67828287,-0.49163898,1,-0.08105841,Negative
PF01258,zf-dskA_traR,Prokaryotic dksA/traR C4-type zinc finger,-0.67843663,-0.49163898,1,-0.08112519,Negative
PF01872,RibD_C,RibD C-terminal domain,-1.17089547,-0.98327796,2,-0.08148125,Negative
PF03544,TonB_C,Gram-negative bacterial TonB protein C-terminal,-1.17116951,-0.98327796,2,-0.08160027,Negative
PF04430,DUF498,Protein of unknown function (DUF498/DUF598),-0.67983441,-0.49163898,1,-0.08173224,Negative
PF13484,Fer4_16,4Fe-4S double cluster binding domain,-1.66379281,-1.47491694,3,-0.08202775,Negative
PF04143,Sulf_transp,Sulphur transport,-0.68098336,-0.49163898,1,-0.08223122,Negative
PF05154,TM2,TM2 domain,-0.68116288,-0.49163898,1,-0.08230918,Negative
PF05982,Sbt_1,Na+-dependent bicarbonate transporter superfamily,-0.68257917,-0.49163898,1,-0.08292427,Negative
PF00075,RNase_H,RNase H,-1.17455060,-0.98327796,2,-0.08306865,Negative
PF00903,Glyoxalase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-8.05768306,-7.86622368,16,-0.08314975,Negative
PF09917,DUF2147,Uncharacterized protein conserved in bacteria (DUF2147),-1.17527896,-0.98327796,2,-0.08338498,Negative
PF02357,NusG,Transcription termination factor nusG,-0.68368759,-0.49163898,1,-0.08340565,Negative
PF02974,Inh,Protease inhibitor Inh,-2.15941893,-1.96655592,4,-0.08375934,Negative
PF08592,DUF1772,Domain of unknown function (DUF1772),-0.68466809,-0.49163898,1,-0.08383148,Negative
PF01128,IspD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,-4.12637277,-3.93311184,8,-0.08393215,Negative
PF05396,Phage_T7_Capsid,Phage T7 capsid assembly protein,-0.68537955,-0.49163898,1,-0.08414046,Negative
PF07862,Nif11,Nif11 domain,-0.68564016,-0.49163898,1,-0.08425364,Negative
PF06240,COXG,Carbon monoxide dehydrogenase subunit G (CoxG),-0.68571089,-0.49163898,1,-0.08428436,Negative
PF01783,Ribosomal_L32p,Ribosomal L32p protein family,-0.68593792,-0.49163898,1,-0.08438296,Negative
PF01052,FliMN_C,Type III flagellar switch regulator (C-ring) FliN C-term,-1.17801990,-0.98327796,2,-0.08457535,Negative
PF00719,Pyrophosphatase,Inorganic pyrophosphatase,-0.68722842,-0.49163898,1,-0.08494342,Negative
PF04828,GFA,Glutathione-dependent formaldehyde-activating enzyme,-1.17893581,-0.98327796,2,-0.08497313,Negative
PF12762,DDE_Tnp_IS1595,ISXO2-like transposase domain,-1.67155973,-1.47491694,3,-0.08540088,Negative
PF03966,Trm112p,Trm112p-like protein,-0.68854322,-0.49163898,1,-0.08551443,Negative
PF09285,Elong-fact-P_C,Elongation factor P; C-terminal,-0.69068995,-0.49163898,1,-0.08644674,Negative
PF01132,EFP,Elongation factor P (EF-P) OB domain,-0.69068995,-0.49163898,1,-0.08644674,Negative
PF08207,EFP_N,Elongation factor P (EF-P) KOW-like domain,-0.69068995,-0.49163898,1,-0.08644674,Negative
PF02617,ClpS,ATP-dependent Clp protease adaptor protein ClpS,-0.69073069,-0.49163898,1,-0.08646443,Negative
PF00252,Ribosomal_L16,Ribosomal protein L16p/L10e,-0.69215551,-0.49163898,1,-0.08708322,Negative
PF10649,DUF2478,Protein of unknown function (DUF2478),-0.69232191,-0.49163898,1,-0.08715549,Negative
PF02049,FliE,Flagellar hook-basal body complex protein FliE,-0.69236259,-0.49163898,1,-0.08717315,Negative
PF08410,DUF1737,Domain of unknown function (DUF1737),-0.69267682,-0.49163898,1,-0.08730962,Negative
PF03869,Arc,Arc-like DNA binding domain,-0.69316830,-0.49163898,1,-0.08752307,Negative
PF01878,EVE,EVE domain,-0.69353398,-0.49163898,1,-0.08768189,Negative
PF02537,CRCB,CrcB-like protein; Camphor Resistance (CrcB),-1.18532378,-0.98327796,2,-0.08774738,Negative
PF01025,GrpE,GrpE,-1.18536870,-0.98327796,2,-0.08776689,Negative
PF05591,T6SS_VipA,Type VI secretion system; VipA; VC_A0107 or Hcp2,-0.69456752,-0.49163898,1,-0.08813074,Negative
PF02686,Glu-tRNAGln,Glu-tRNAGln amidotransferase C subunit,-0.69512076,-0.49163898,1,-0.08837101,Negative
PF01327,Pep_deformylase,Polypeptide deformylase,-1.18746982,-0.98327796,2,-0.08867940,Negative
PF01597,GCV_H,Glycine cleavage H-protein,-0.69629631,-0.49163898,1,-0.08888155,Negative
PF00085,Thioredoxin,Thioredoxin,-3.15607029,-2.94983388,6,-0.08956734,Negative
PF14559,TPR_19,Tetratricopeptide repeat,-7.58140918,-7.37458470,15,-0.08982273,Negative
PF09650,PHA_gran_rgn,Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn),-0.69863227,-0.49163898,1,-0.08989604,Negative
PF13847,Methyltransf_31,Methyltransferase domain,-11.51476711,-11.30769654,23,-0.08992961,Negative
PF13770,DUF4169,Domain of unknown function (DUF4169),-0.69913922,-0.49163898,1,-0.09011621,Negative
PF01648,ACPS,4'-phosphopantetheinyl transferase superfamily,-1.19118259,-0.98327796,2,-0.09029183,Negative
PF10038,DUF2274,Protein of unknown function (DUF2274),-0.70041647,-0.49163898,1,-0.09067091,Negative
PF13747,DUF4164,Domain of unknown function (DUF4164),-0.70165549,-0.49163898,1,-0.09120901,Negative
PF03719,Ribosomal_S5_C,Ribosomal protein S5; C-terminal domain,-0.70272100,-0.49163898,1,-0.09167176,Negative
PF00333,Ribosomal_S5,Ribosomal protein S5; N-terminal domain,-0.70272100,-0.49163898,1,-0.09167176,Negative
PF07475,Hpr_kinase_C,HPr Serine kinase C-terminal domain,-1.19439230,-0.98327796,2,-0.09168579,Negative
PF02609,Exonuc_VII_S,Exonuclease VII small subunit,-0.70367207,-0.49163898,1,-0.09208480,Negative
PF13333,rve_2,Integrase core domain,-0.70373057,-0.49163898,1,-0.09211021,Negative
PF11011,DUF2849,Protein of unknown function (DUF2849),-0.70480488,-0.49163898,1,-0.09257677,Negative
PF17264,DUF5330,Family of unknown function (DUF5330),-0.70500573,-0.49163898,1,-0.09266400,Negative
PF07345,DUF1476,ATPase inhibitor subunit zeta,-0.70560440,-0.49163898,1,-0.09292400,Negative
PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),-9.06490434,-8.84950164,18,-0.09354820,Negative
PF03788,LrgA,LrgA family,-0.70748939,-0.49163898,1,-0.09374264,Negative
PF02384,N6_Mtase,N-6 DNA Methylase,-0.70919274,-0.49163898,1,-0.09448240,Negative
PF07309,FlaF,Flagellar protein FlaF,-0.71169900,-0.49163898,1,-0.09557085,Negative
PF01176,eIF-1a,Translation initiation factor 1A / IF-1,-0.71220315,-0.49163898,1,-0.09578980,Negative
PF00118,Cpn60_TCP1,TCP-1/cpn60 chaperonin family,-1.20411787,-0.98327796,2,-0.09590956,Negative
PF11367,DUF3168,Protein of unknown function (DUF3168),-0.71316724,-0.49163898,1,-0.09620850,Negative
PF05014,Nuc_deoxyrib_tr,Nucleoside 2-deoxyribosyltransferase,-0.71337372,-0.49163898,1,-0.09629817,Negative
PF13459,Fer4_15,4Fe-4S single cluster domain,-0.71352583,-0.49163898,1,-0.09636424,Negative
PF17179,Fer4_22,4Fe-4S dicluster domain,-0.71352583,-0.49163898,1,-0.09636424,Negative
PF05233,PHB_acc,PHB accumulation regulatory domain,-0.71354032,-0.49163898,1,-0.09637053,Negative
PF07879,PHB_acc_N,PHB/PHA accumulation regulator DNA-binding domain,-0.71354032,-0.49163898,1,-0.09637053,Negative
PF13452,MaoC_dehydrat_N,N-terminal half of MaoC dehydratase,-3.17174228,-2.94983388,6,-0.09637359,Negative
PF00180,Iso_dh,Isocitrate/isopropylmalate dehydrogenase,-2.18944935,-1.96655592,4,-0.09680139,Negative
PF01313,Bac_export_3,Bacterial export proteins; family 3,-0.71507468,-0.49163898,1,-0.09703689,Negative
PF04956,TrbC,TrbC/VIRB2 pilin,-0.71508191,-0.49163898,1,-0.09704003,Negative
PF01192,RNA_pol_Rpb6,RNA polymerase Rpb6,-0.71584102,-0.49163898,1,-0.09736971,Negative
PF01196,Ribosomal_L17,Ribosomal protein L17,-0.71592412,-0.49163898,1,-0.09740580,Negative
PF02575,YbaB_DNA_bd,YbaB/EbfC DNA-binding family,-0.71737923,-0.49163898,1,-0.09803774,Negative
PF09278,MerR-DNA-bind,MerR; DNA binding,-1.70098928,-1.47491694,3,-0.09818197,Negative
PF02579,Nitro_FeMo-Co,Dinitrogenase iron-molybdenum cofactor,-1.20942009,-0.98327796,2,-0.09821228,Negative
PF10048,DUF2282,Predicted integral membrane protein (DUF2282),-0.71819076,-0.49163898,1,-0.09839019,Negative
PF06627,DUF1153,Protein of unknown function (DUF1153),-0.71837462,-0.49163898,1,-0.09847004,Negative
PF14384,BrnA_antitoxin,BrnA antitoxin of type II toxin-antitoxin system,-1.21037321,-0.98327796,2,-0.09862622,Negative
PF08445,FR47,FR47-like protein,-3.17729486,-2.94983388,6,-0.09878505,Negative
PF05071,NDUFA12,NADH ubiquinone oxidoreductase subunit NDUFA12,-0.71930063,-0.49163898,1,-0.09887220,Negative
PF02361,CbiQ,Cobalt transport protein,-0.71999911,-0.49163898,1,-0.09917554,Negative
PF00034,Cytochrom_C,Cytochrome c,-7.60302478,-7.37458470,15,-0.09921026,Negative
PF03091,CutA1,CutA1 divalent ion tolerance protein,-0.72049209,-0.49163898,1,-0.09938964,Negative
PF00881,Nitroreductase,Nitroreductase family,-3.17890494,-2.94983388,6,-0.09948430,Negative
PF10991,DUF2815,Protein of unknown function (DUF2815),-0.72165705,-0.49163898,1,-0.09989558,Negative
PF02683,DsbD,Cytochrome C biogenesis protein transmembrane region,-1.21335007,-0.98327796,2,-0.09991905,Negative
PF02498,Bro-N,BRO family; N-terminal domain,-0.72233243,-0.49163898,1,-0.10018889,Negative
PF03479,PCC,Plants and Prokaryotes Conserved (PCC) domain,-1.70579042,-1.47491694,3,-0.10026708,Negative
PF06233,Usg,Usg-like family,-0.72260533,-0.49163898,1,-0.10030741,Negative
PF08534,Redoxin,Redoxin,-4.65624181,-4.42475082,9,-0.10053526,Negative
PF07235,DUF1427,Protein of unknown function (DUF1427),-0.72419109,-0.49163898,1,-0.10099610,Negative
PF03884,YacG,DNA gyrase inhibitor YacG,-0.72424844,-0.49163898,1,-0.10102101,Negative
PF04480,DUF559,Protein of unknown function (DUF559),-0.72438466,-0.49163898,1,-0.10108016,Negative
PF01084,Ribosomal_S18,Ribosomal protein S18,-0.72488993,-0.49163898,1,-0.10129960,Negative
PF06988,NifT,NifT/FixU protein,-0.72513711,-0.49163898,1,-0.10140695,Negative
PF10073,DUF2312,Uncharacterized protein conserved in bacteria (DUF2312),-0.72656888,-0.49163898,1,-0.10202876,Negative
PF03840,SecG,Preprotein translocase SecG subunit,-0.72675130,-0.49163898,1,-0.10210798,Negative
PF05521,Phage_H_T_join,Phage head-tail joining protein,-0.72781297,-0.49163898,1,-0.10256906,Negative
PF09838,DUF2065,Uncharacterized protein conserved in bacteria (DUF2065),-0.73020771,-0.49163898,1,-0.10360908,Negative
PF07813,LTXXQ,LTXXQ motif family protein,-1.22340280,-0.98327796,2,-0.10428489,Negative
PF04342,DMT_6,Putative member of DMT superfamily (DUF486),-0.73183210,-0.49163898,1,-0.10431455,Negative
PF13763,DUF4167,Domain of unknown function (DUF4167),-0.73216665,-0.49163898,1,-0.10445984,Negative
PF13386,DsbD_2,Cytochrome C biogenesis protein transmembrane region,-0.73218801,-0.49163898,1,-0.10446911,Negative
PF09335,SNARE_assoc,SNARE associated Golgi protein,-1.71620740,-1.47491694,3,-0.10479112,Negative
PF16998,17kDa_Anti_2,17 kDa outer membrane surface antigen,-0.73303102,-0.49163898,1,-0.10483523,Negative
PF11225,DUF3024,Protein of unknown function (DUF3024),-0.73424282,-0.49163898,1,-0.10536151,Negative
PF02211,NHase_beta,Nitrile hydratase beta subunit,-1.22627354,-0.98327796,2,-0.10553164,Negative
PF06698,DUF1192,Protein of unknown function (DUF1192),-0.73494938,-0.49163898,1,-0.10566836,Negative
PF01197,Ribosomal_L31,Ribosomal protein L31,-0.73498487,-0.49163898,1,-0.10568378,Negative
PF05534,HicB,HicB family,-1.22693524,-0.98327796,2,-0.10581901,Negative
PF00353,HemolysinCabind,RTX calcium-binding nonapeptide repeat (4 copies),-3.19568514,-2.94983388,6,-0.10677185,Negative
PF01475,FUR,Ferric uptake regulator family,-2.21290609,-1.96655592,4,-0.10698852,Negative
PF13276,HTH_21,HTH-like domain,-4.17993379,-3.93311184,8,-0.10719341,Negative
PF02033,RBFA,Ribosome-binding factor A,-0.73878308,-0.49163898,1,-0.10733332,Negative
PF16859,TetR_C_11,Tetracyclin repressor-like; C-terminal domain,-2.21380976,-1.96655592,4,-0.10738098,Negative
PF01713,Smr,Smr domain,-0.73891747,-0.49163898,1,-0.10739169,Negative
PF13627,LPAM_2,Prokaryotic lipoprotein-attachment site,-0.73905893,-0.49163898,1,-0.10745312,Negative
PF02694,UPF0060,Uncharacterised BCR; YnfA/UPF0060 family,-0.73941955,-0.49163898,1,-0.10760973,Negative
PF13905,Thioredoxin_8,Thioredoxin-like,-1.72344194,-1.47491694,3,-0.10793304,Negative
PF04138,GtrA,GtrA-like protein,-1.23254793,-0.98327796,2,-0.10825657,Negative
PF11625,DUF3253,Protein of unknown function (DUF3253),-0.74190179,-0.49163898,1,-0.10868776,Negative
PF17136,ribosomal_L24,Ribosomal proteins 50S L24/mitochondrial 39S L24,-0.74314963,-0.49163898,1,-0.10922969,Negative
PF03350,UPF0114,Uncharacterized protein family; UPF0114,-0.74355118,-0.49163898,1,-0.10940408,Negative
PF10691,DUF2497,Protein of unknown function (DUF2497),-0.74488159,-0.49163898,1,-0.10998187,Negative
PF06252,DUF1018,Protein of unknown function (DUF1018),-0.74499414,-0.49163898,1,-0.11003075,Negative
PF08173,YbgT_YccB,Membrane bound YbgT-like protein,-0.74565165,-0.49163898,1,-0.11031630,Negative
PF01081,Aldolase,KDPG and KHG aldolase,-1.23742301,-0.98327796,2,-0.11037379,Negative
PF01649,Ribosomal_S20p,Ribosomal protein S20,-0.74583091,-0.49163898,1,-0.11039415,Negative
PF03235,DUF262,Protein of unknown function DUF262,-0.74754116,-0.49163898,1,-0.11113690,Negative
PF00510,COX3,Cytochrome c oxidase subunit III,-1.23922392,-0.98327796,2,-0.11115592,Negative
PF02632,BioY,BioY family,-1.73151690,-1.47491694,3,-0.11143995,Negative
PF12724,Flavodoxin_5,Flavodoxin domain,-1.24130224,-0.98327796,2,-0.11205852,Negative
PF09866,DUF2093,Uncharacterized protein conserved in bacteria (DUF2093),-0.74966567,-0.49163898,1,-0.11205957,Negative
PF01012,ETF,Electron transfer flavoprotein domain,-3.20792079,-2.94983388,6,-0.11208572,Negative
PF01641,SelR,SelR domain,-0.75193997,-0.49163898,1,-0.11304729,Negative
PF03741,TerC,Integral membrane protein TerC family,-2.71863208,-2.45819490,5,-0.11310643,Negative
PF07719,TPR_2,Tetratricopeptide repeat,-6.65179025,-6.39130674,13,-0.11312655,Negative
PF11014,DUF2852,Protein of unknown function (DUF2852),-0.75214968,-0.49163898,1,-0.11313836,Negative
PF08238,Sel1,Sel1 repeat,-2.22724266,-1.96655592,4,-0.11321481,Negative
PF13669,Glyoxalase_4,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-2.71891776,-2.45819490,5,-0.11323050,Negative
PF04380,BMFP,Membrane fusogenic activity,-0.75256198,-0.49163898,1,-0.11331742,Negative
PF07896,DUF1674,Protein of unknown function (DUF1674),-0.75304049,-0.49163898,1,-0.11352523,Negative
PF11953,DUF3470,Domain of unknown function (DUF3470),-1.24473170,-0.98327796,2,-0.11354791,Negative
PF06347,SH3_4,Bacterial SH3 domain,-1.24474252,-0.98327796,2,-0.11355262,Negative
PF00177,Ribosomal_S7,Ribosomal protein S7p/S5e,-0.75540909,-0.49163898,1,-0.11455390,Negative
PF03963,FlgD,Flagellar hook capping protein - N-terminal region,-0.75616850,-0.49163898,1,-0.11488371,Negative
PF13103,TonB_2,TonB C terminal,-1.74002078,-1.47491694,3,-0.11513313,Negative
PF02594,DUF167,Uncharacterised ACR; YggU family COG1872,-0.75681952,-0.49163898,1,-0.11516645,Negative
PF00238,Ribosomal_L14,Ribosomal protein L14p/L23e,-0.75961783,-0.49163898,1,-0.11638173,Negative
PF00253,Ribosomal_S14,Ribosomal protein S14p/S29e,-0.76162977,-0.49163898,1,-0.11725551,Negative
